"","SpawnBio_om","Recruit_0_om","F_om","SPRratio_om","SpawnBio_em","Recruit_0_em","F_em","SPRratio_em","scenario","replicate","A","D","E","F","L","species","year","ID"
"1",4084180000,95002900,0,0,4267930000,137542000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",1,"A100-D0-E20-F1-L100-cay-1"
"2",4084160000,139527000,0,0,4267930000,136332000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",2,"A100-D0-E20-F1-L100-cay-1"
"3",4072890000,85373500,0,0,4268160000,134582000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",3,"A100-D0-E20-F1-L100-cay-1"
"4",4047010000,247243000,0,0,4268710000,149031000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",4,"A100-D0-E20-F1-L100-cay-1"
"5",4014440000,115931000,0,0,4268360000,136363000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",5,"A100-D0-E20-F1-L100-cay-1"
"6",4000250000,89675100,0,0,4270370000,133232000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",6,"A100-D0-E20-F1-L100-cay-1"
"7",4044320000,158906000,0,0,4278620000,150103000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",7,"A100-D0-E20-F1-L100-cay-1"
"8",4067870000,151960000,0,0,4284600000,123923000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",8,"A100-D0-E20-F1-L100-cay-1"
"9",4078270000,144370000,0,0,4291090000,175205000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",9,"A100-D0-E20-F1-L100-cay-1"
"10",4103020000,104044000,0,0,4298910000,124065000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",10,"A100-D0-E20-F1-L100-cay-1"
"11",4134080000,228537000,0,0,4308320000,141695000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",11,"A100-D0-E20-F1-L100-cay-1"
"12",4155770000,121681000,0,0,4331890000,125741000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",12,"A100-D0-E20-F1-L100-cay-1"
"13",4185830000,96400500,0,0,4345080000,143485000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",13,"A100-D0-E20-F1-L100-cay-1"
"14",4250530000,55248200,0,0,4352690000,115590000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",14,"A100-D0-E20-F1-L100-cay-1"
"15",4284790000,231824000,0,0,4350560000,136752000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",15,"A100-D0-E20-F1-L100-cay-1"
"16",4265290000,102928000,0,0,4341950000,160551000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",16,"A100-D0-E20-F1-L100-cay-1"
"17",4228540000,127342000,0,0,4319910000,127011000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",17,"A100-D0-E20-F1-L100-cay-1"
"18",4227180000,175065000,0,0,4305770000,146809000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",18,"A100-D0-E20-F1-L100-cay-1"
"19",4207600000,154081000,0,0,4303740000,182002000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",19,"A100-D0-E20-F1-L100-cay-1"
"20",4201740000,145623000,0,0,4301450000,121048000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",20,"A100-D0-E20-F1-L100-cay-1"
"21",4223160000,167613000,0,0,4318840000,194966000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",21,"A100-D0-E20-F1-L100-cay-1"
"22",4255450000,153647000,0,0,4353840000,137267000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",22,"A100-D0-E20-F1-L100-cay-1"
"23",4297890000,119570000,0,0,4391120000,119809000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",23,"A100-D0-E20-F1-L100-cay-1"
"24",4351980000,57349300,0,0,4450380000,87882400,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",24,"A100-D0-E20-F1-L100-cay-1"
"25",4395870000,189625000,0,0,4489860000,155811000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",25,"A100-D0-E20-F1-L100-cay-1"
"26",4392580000,108257000,0.121067,0.579005,4490260000,115412000,0.117962,0.570412,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",26,"A100-D0-E20-F1-L100-cay-1"
"27",3865500000,117794000,0.121067,0.579005,3965240000,140164000,0.117914,0.570288,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",27,"A100-D0-E20-F1-L100-cay-1"
"28",3427410000,67788500,0.121067,0.579005,3513540000,71874400,0.117894,0.570239,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",28,"A100-D0-E20-F1-L100-cay-1"
"29",3042810000,111600000,0.121067,0.579005,3126410000,112959000,0.117238,0.568552,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",29,"A100-D0-E20-F1-L100-cay-1"
"30",2705120000,135791000,0.121067,0.579005,2799370000,124138000,0.116396,0.566379,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",30,"A100-D0-E20-F1-L100-cay-1"
"31",2405950000,180857000,0.121067,0.579005,2508570000,157513000,0.115481,0.563995,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",31,"A100-D0-E20-F1-L100-cay-1"
"32",2173440000,92952500,0.121067,0.579005,2278100000,103682000,0.115193,0.563243,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",32,"A100-D0-E20-F1-L100-cay-1"
"33",2022060000,129817000,0.121067,0.579005,2113590000,87620200,0.115999,0.565347,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",33,"A100-D0-E20-F1-L100-cay-1"
"34",1927810000,99069100,0.121067,0.579005,2001790000,96836100,0.116607,0.566924,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",34,"A100-D0-E20-F1-L100-cay-1"
"35",1847670000,62633700,0.121067,0.579005,1900010000,81800400,0.118757,0.572439,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",35,"A100-D0-E20-F1-L100-cay-1"
"36",1784020000,100764000,0.121067,0.579005,1798050000,100070000,0.120926,0.577898,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",36,"A100-D0-E20-F1-L100-cay-1"
"37",1706720000,88928400,0.121067,0.579005,1697220000,68835400,0.121824,0.580128,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",37,"A100-D0-E20-F1-L100-cay-1"
"38",1617750000,102621000,0.121067,0.579005,1601090000,102374000,0.122204,0.581069,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",38,"A100-D0-E20-F1-L100-cay-1"
"39",1537930000,152325000,0.121067,0.579005,1514040000,149098000,0.123375,0.583941,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",39,"A100-D0-E20-F1-L100-cay-1"
"40",1468590000,119041000,0.121067,0.579005,1431770000,115987000,0.124267,0.586111,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",40,"A100-D0-E20-F1-L100-cay-1"
"41",1432400000,87425200,0.121067,0.579005,1386480000,78614200,0.124823,0.587456,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",41,"A100-D0-E20-F1-L100-cay-1"
"42",1433630000,91095900,0.121067,0.579005,1382810000,83922000,0.125223,0.588419,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",42,"A100-D0-E20-F1-L100-cay-1"
"43",1436470000,130368000,0.121067,0.579005,1381920000,137108000,0.125859,0.589943,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",43,"A100-D0-E20-F1-L100-cay-1"
"44",1425560000,112643000,0.121067,0.579005,1363610000,103997000,0.126662,0.591858,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",44,"A100-D0-E20-F1-L100-cay-1"
"45",1416330000,71938700,0.121067,0.579005,1348100000,62387200,0.126641,0.591808,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",45,"A100-D0-E20-F1-L100-cay-1"
"46",1420010000,79914600,0.121067,0.579005,1351630000,89035400,0.126907,0.592439,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",46,"A100-D0-E20-F1-L100-cay-1"
"47",1413320000,117757000,0.121067,0.579005,1341630000,120865000,0.127626,0.594138,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",47,"A100-D0-E20-F1-L100-cay-1"
"48",1384390000,124130000,0.121067,0.579005,1309550000,1.39e+08,0.127525,0.593899,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",48,"A100-D0-E20-F1-L100-cay-1"
"49",1355560000,86376100,0.121067,0.579005,1285210000,84593700,0.126799,0.592182,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",49,"A100-D0-E20-F1-L100-cay-1"
"50",1347290000,138449000,0.121067,0.579005,1289510000,117554000,0.124887,0.587612,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",50,"A100-D0-E20-F1-L100-cay-1"
"51",1346880000,101993000,0.121067,0.579005,1310310000,104080000,0.123307,0.583776,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",51,"A100-D0-E20-F1-L100-cay-1"
"52",1351430000,74525100,0.121067,0.579005,1325040000,81049300,0.123084,0.583231,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",52,"A100-D0-E20-F1-L100-cay-1"
"53",1370330000,117146000,0.121067,0.579005,1343430000,96719900,0.12305,0.583147,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",53,"A100-D0-E20-F1-L100-cay-1"
"54",1373160000,59299000,0.121067,0.579005,1349190000,82803800,0.122715,0.582326,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",54,"A100-D0-E20-F1-L100-cay-1"
"55",1364600000,189310000,0.121067,0.579005,1339520000,190657000,0.123416,0.584043,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",55,"A100-D0-E20-F1-L100-cay-1"
"56",1349250000,174353000,0.121067,0.579005,1321820000,173546000,0.122752,0.582417,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",56,"A100-D0-E20-F1-L100-cay-1"
"57",1343780000,71537800,0.121067,0.579005,1325640000,87656300,0.121468,0.579247,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",57,"A100-D0-E20-F1-L100-cay-1"
"58",1399470000,69637500,0.121067,0.579005,1393500000,59902200,0.12038,0.576534,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",58,"A100-D0-E20-F1-L100-cay-1"
"59",1458560000,133089000,0.121067,0.579005,1472020000,134534000,0.118693,0.572275,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",59,"A100-D0-E20-F1-L100-cay-1"
"60",1470450000,86641000,0.121067,0.579005,1504410000,74091600,0.117715,0.569778,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",60,"A100-D0-E20-F1-L100-cay-1"
"61",1463040000,257397000,0.121067,0.579005,1505030000,248144000,0.117033,0.568026,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",61,"A100-D0-E20-F1-L100-cay-1"
"62",1455140000,76023600,0.121067,0.579005,1500280000,85317600,0.117405,0.568982,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",62,"A100-D0-E20-F1-L100-cay-1"
"63",1479970000,137410000,0.121067,0.579005,1513900000,114013000,0.118109,0.570788,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",63,"A100-D0-E20-F1-L100-cay-1"
"64",1549910000,93095400,0.121067,0.579005,1579600000,98388100,0.118532,0.571866,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",64,"A100-D0-E20-F1-L100-cay-1"
"65",1586510000,76891000,0.121067,0.579005,1610510000,73722000,0.119541,0.574424,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",65,"A100-D0-E20-F1-L100-cay-1"
"66",1609690000,116396000,0.121067,0.579005,1620580000,112195000,0.120258,0.576228,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",66,"A100-D0-E20-F1-L100-cay-1"
"67",1594570000,48400900,0.121067,0.579005,1597800000,45857000,0.120905,0.577845,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",67,"A100-D0-E20-F1-L100-cay-1"
"68",1558500000,212366000,0.121067,0.579005,1552660000,232073000,0.121504,0.579337,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",68,"A100-D0-E20-F1-L100-cay-1"
"69",1508170000,87278100,0.121067,0.579005,1495630000,80811900,0.122164,0.580968,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",69,"A100-D0-E20-F1-L100-cay-1"
"70",1471820000,235992000,0.121067,0.579005,1456470000,247282000,0.121067,0.578251,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",70,"A100-D0-E20-F1-L100-cay-1"
"71",1484410000,95447400,0.121067,0.579005,1482630000,86901300,0.120497,0.576826,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",71,"A100-D0-E20-F1-L100-cay-1"
"72",1521150000,76222800,0.121067,0.579005,1529690000,69980000,0.118971,0.572981,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",72,"A100-D0-E20-F1-L100-cay-1"
"73",1596210000,136613000,0.121067,0.579005,1623180000,135487000,0.118431,0.57161,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",73,"A100-D0-E20-F1-L100-cay-1"
"74",1623490000,65447800,0.121067,0.579005,1658840000,62843600,0.118215,0.571057,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",74,"A100-D0-E20-F1-L100-cay-1"
"75",1622730000,69584300,0.121067,0.579005,1657620000,75963700,0.118206,0.571036,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",75,"A100-D0-E20-F1-L100-cay-1"
"76",1605030000,124275000,0.121067,0.579005,1638430000,117637000,0.118507,0.571803,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",76,"A100-D0-E20-F1-L100-cay-1"
"77",1547860000,79977800,0.121067,0.579005,1578970000,87203800,0.118376,0.57147,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",77,"A100-D0-E20-F1-L100-cay-1"
"78",1486540000,104534000,0.121067,0.579005,1515560000,97775600,0.118499,0.571782,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",78,"A100-D0-E20-F1-L100-cay-1"
"79",1438230000,99280100,0.121067,0.579005,1466230000,128442000,0.118289,0.571247,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",79,"A100-D0-E20-F1-L100-cay-1"
"80",1391950000,76790900,0.121067,0.579005,1421240000,105407000,0.118216,0.571061,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",80,"A100-D0-E20-F1-L100-cay-1"
"81",1359940000,81735900,0,0,1396080000,107353000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",81,"A100-D0-E20-F1-L100-cay-1"
"82",1497450000,97868000,0,0,1564800000,110884000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",82,"A100-D0-E20-F1-L100-cay-1"
"83",1630780000,160660000,0,0,1747960000,114500000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",83,"A100-D0-E20-F1-L100-cay-1"
"84",1761870000,51227200,0,0,1937370000,117661000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",84,"A100-D0-E20-F1-L100-cay-1"
"85",1912810000,158942000,0,0,2125940000,120387000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",85,"A100-D0-E20-F1-L100-cay-1"
"86",2075500000,110987000,0,0,2309190000,122704000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",86,"A100-D0-E20-F1-L100-cay-1"
"87",2223510000,164455000,0,0,2484490000,124668000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",87,"A100-D0-E20-F1-L100-cay-1"
"88",2391310000,89517200,0,0,2650420000,126336000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",88,"A100-D0-E20-F1-L100-cay-1"
"89",2563590000,137791000,0,0,2806190000,127757000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",89,"A100-D0-E20-F1-L100-cay-1"
"90",2739600000,120837000,0,0,2951410000,128970000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",90,"A100-D0-E20-F1-L100-cay-1"
"91",2891030000,92464100,0,0,3085930000,130011000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",91,"A100-D0-E20-F1-L100-cay-1"
"92",3034100000,196892000,0,0,3209810000,130906000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",92,"A100-D0-E20-F1-L100-cay-1"
"93",3149030000,161384000,0,0,3323280000,131676000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",93,"A100-D0-E20-F1-L100-cay-1"
"94",3255590000,142932000,0,0,3426630000,132341000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",94,"A100-D0-E20-F1-L100-cay-1"
"95",3394540000,209389000,0,0,3520380000,132915000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",95,"A100-D0-E20-F1-L100-cay-1"
"96",3538760000,128842000,0,0,3604970000,133412000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",96,"A100-D0-E20-F1-L100-cay-1"
"97",3696200000,72051300,0,0,3681060000,133842000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",97,"A100-D0-E20-F1-L100-cay-1"
"98",3.867e+09,110300000,0,0,3749280000,134215000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",98,"A100-D0-E20-F1-L100-cay-1"
"99",3986640000,77505500,0,0,3810200000,134539000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",99,"A100-D0-E20-F1-L100-cay-1"
"100",4039490000,113564000,0,1.11022e-16,3864490000,134820000,0,0,"A100-D0-E20-F1-L100-cay",1,"A100","D0","E20","F1","L100","cay",100,"A100-D0-E20-F1-L100-cay-1"
"101",4084180000,85261600,0,0,4125140000,137071000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",1,"A100-D0-E20-F1-L100-cay-2"
"102",4084160000,143419000,0,0,4125140000,156081000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",2,"A100-D0-E20-F1-L100-cay-2"
"103",4069930000,216733000,0,0,4126300000,135315000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",3,"A100-D0-E20-F1-L100-cay-2"
"104",4037960000,68135200,0,0,4.136e+09,138564000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",4,"A100-D0-E20-F1-L100-cay-2"
"105",4041770000,136641000,0,0,4156980000,134794000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",5,"A100-D0-E20-F1-L100-cay-2"
"106",4070070000,124803000,0,0,4177420000,139799000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",6,"A100-D0-E20-F1-L100-cay-2"
"107",4068830000,159572000,0,0,4196410000,125421000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",7,"A100-D0-E20-F1-L100-cay-2"
"108",4068460000,103960000,0,0,4211800000,227276000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",8,"A100-D0-E20-F1-L100-cay-2"
"109",4070550000,273859000,0,0,4221760000,133810000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",9,"A100-D0-E20-F1-L100-cay-2"
"110",4076650000,94475900,0,0,4248740000,125523000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",10,"A100-D0-E20-F1-L100-cay-2"
"111",4111190000,153102000,0,0,4316820000,132308000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",11,"A100-D0-E20-F1-L100-cay-2"
"112",4199410000,169354000,0,0,4369380000,121974000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",12,"A100-D0-E20-F1-L100-cay-2"
"113",4262160000,97230700,0,0,4402040000,138148000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",13,"A100-D0-E20-F1-L100-cay-2"
"114",4330720000,87163000,0,0,4412610000,126218000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",14,"A100-D0-E20-F1-L100-cay-2"
"115",4383560000,267757000,0,0,4402770000,135799000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",15,"A100-D0-E20-F1-L100-cay-2"
"116",4382880000,41452300,0,0,4382620000,128794000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",16,"A100-D0-E20-F1-L100-cay-2"
"117",4384610000,227313000,0,0,4353590000,168958000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",17,"A100-D0-E20-F1-L100-cay-2"
"118",4411030000,107258000,0,0,4323100000,146717000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",18,"A100-D0-E20-F1-L100-cay-2"
"119",4409120000,188962000,0,0,4301670000,140427000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",19,"A100-D0-E20-F1-L100-cay-2"
"120",4438170000,131096000,0,0,4304380000,123563000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",20,"A100-D0-E20-F1-L100-cay-2"
"121",4458080000,273268000,0,0,4315390000,259300000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",21,"A100-D0-E20-F1-L100-cay-2"
"122",4492840000,63651800,0,0,4324140000,74569600,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",22,"A100-D0-E20-F1-L100-cay-2"
"123",4552740000,270413000,0,0,4358260000,166016000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",23,"A100-D0-E20-F1-L100-cay-2"
"124",4639730000,217543000,0,0,4430050000,264217000,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",24,"A100-D0-E20-F1-L100-cay-2"
"125",4706910000,108197000,0,0,4463710000,91937400,0,0,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",25,"A100-D0-E20-F1-L100-cay-2"
"126",4837080000,49936300,0.121067,0.579005,4535160000,59568800,0.12947,0.60209,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",26,"A100-D0-E20-F1-L100-cay-2"
"127",4398830000,186369000,0.121067,0.579005,4077190000,200439000,0.131314,0.606333,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",27,"A100-D0-E20-F1-L100-cay-2"
"128",3940750000,86935400,0.121067,0.579005,3608480000,83421000,0.132732,0.609552,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",28,"A100-D0-E20-F1-L100-cay-2"
"129",3502880000,176412000,0.121067,0.579005,3180950000,223331000,0.13309,0.610358,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",29,"A100-D0-E20-F1-L100-cay-2"
"130",3131110000,118973000,0.121067,0.579005,2835380000,111542000,0.133559,0.611414,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",30,"A100-D0-E20-F1-L100-cay-2"
"131",2810360000,152598000,0.121067,0.579005,2553270000,127308000,0.131604,0.606994,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",31,"A100-D0-E20-F1-L100-cay-2"
"132",2566180000,119196000,0.121067,0.579005,2367070000,83314700,0.130082,0.603504,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",32,"A100-D0-E20-F1-L100-cay-2"
"133",2371290000,166545000,0.121067,0.579005,2207900000,167129000,0.129498,0.602153,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",33,"A100-D0-E20-F1-L100-cay-2"
"134",2223630000,88837700,0.121067,0.579005,2065390000,69390700,0.130883,0.605346,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",34,"A100-D0-E20-F1-L100-cay-2"
"135",2112190000,84608400,0.121067,0.579005,1937820000,105753000,0.132128,0.608186,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",35,"A100-D0-E20-F1-L100-cay-2"
"136",2026720000,90714400,0.121067,0.579005,1835710000,94811800,0.134559,0.613644,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",36,"A100-D0-E20-F1-L100-cay-2"
"137",1925630000,56692800,0.121067,0.579005,1720360000,86626500,0.13542,0.615551,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",37,"A100-D0-E20-F1-L100-cay-2"
"138",1816620000,86157300,0.121067,0.579005,1616890000,86181900,0.135573,0.615889,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",38,"A100-D0-E20-F1-L100-cay-2"
"139",1698840000,86755100,0.121067,0.579005,1520060000,77093000,0.133787,0.611923,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",39,"A100-D0-E20-F1-L100-cay-2"
"140",1575730000,95289300,0.121067,0.579005,1432620000,107391000,0.131678,0.607164,"A100-D0-E20-F1-L100-cay",2,"A100","D0","E20","F1","L100","cay",40,"A100-D0-E20-F1-L100-cay-2"
