"","SpawnBio_om","Recruit_0_om","F_om","SPRratio_om","SpawnBio_em","Recruit_0_em","F_em","SPRratio_em","scenario","replicate","A","D","E","F","L","species","year","ID"
"476",1605030000,124275000,0.121067,0.579005,1642320000,118682000,0.118183,0.570979,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",76,"A100-D0-E20-F1-L100-cayx-1"
"477",1547860000,79977800,0.121067,0.579005,1584050000,87774600,0.117927,0.570324,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",77,"A100-D0-E20-F1-L100-cayx-1"
"478",1486540000,104534000,0.121067,0.579005,1522310000,98421200,0.11789,0.570231,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",78,"A100-D0-E20-F1-L100-cayx-1"
"479",1438230000,99280100,0.121067,0.579005,1474800000,128510000,0.117522,0.569286,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",79,"A100-D0-E20-F1-L100-cayx-1"
"480",1391950000,76790900,0.121067,0.579005,1431460000,103202000,0.117301,0.568718,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",80,"A100-D0-E20-F1-L100-cayx-1"
"481",1359940000,81735900,0,0,1407610000,108463000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",81,"A100-D0-E20-F1-L100-cayx-1"
"482",1497450000,97868000,0,0,1576380000,110802000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",82,"A100-D0-E20-F1-L100-cayx-1"
"483",1630780000,160660000,0,0,1758190000,114685000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",83,"A100-D0-E20-F1-L100-cayx-1"
"484",1761870000,51227200,0,0,1946520000,117711000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",84,"A100-D0-E20-F1-L100-cayx-1"
"485",1912810000,158942000,0,0,2133900000,120423000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",85,"A100-D0-E20-F1-L100-cayx-1"
"486",2075500000,110987000,0,0,2316150000,122706000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",86,"A100-D0-E20-F1-L100-cayx-1"
"487",2223510000,164455000,0,0,2490590000,124652000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",87,"A100-D0-E20-F1-L100-cayx-1"
"488",2391310000,89517200,0,0,2655770000,126304000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",88,"A100-D0-E20-F1-L100-cayx-1"
"489",2563590000,137791000,0,0,2810860000,127712000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",89,"A100-D0-E20-F1-L100-cayx-1"
"490",2739600000,120837000,0,0,2955440000,128916000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",90,"A100-D0-E20-F1-L100-cayx-1"
"491",2891030000,92464100,0,0,3089370000,129949000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",91,"A100-D0-E20-F1-L100-cayx-1"
"492",3034100000,196892000,0,0,3212670000,130837000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",92,"A100-D0-E20-F1-L100-cayx-1"
"493",3149030000,161384000,0,0,3325590000,131601000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",93,"A100-D0-E20-F1-L100-cayx-1"
"494",3255590000,142932000,0,0,3428410000,132261000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",94,"A100-D0-E20-F1-L100-cayx-1"
"495",3394540000,209389000,0,0,3521660000,132831000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",95,"A100-D0-E20-F1-L100-cayx-1"
"496",3538760000,128842000,0,0,3605790000,133324000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",96,"A100-D0-E20-F1-L100-cayx-1"
"497",3696200000,72051300,0,0,3681450000,133751000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",97,"A100-D0-E20-F1-L100-cayx-1"
"498",3.867e+09,110300000,0,0,3749270000,134122000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",98,"A100-D0-E20-F1-L100-cayx-1"
"499",3986640000,77505500,0,0,3809820000,134443000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",99,"A100-D0-E20-F1-L100-cayx-1"
"500",4039490000,113564000,0,1.11022e-16,3863790000,134722000,0,0,"A100-D0-E20-F1-L100-cayx",1,"A100","D0","E20","F1","L100","cayx",100,"A100-D0-E20-F1-L100-cayx-1"
"501",4084180000,85261600,0,0,4109610000,132973000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",1,"A100-D0-E20-F1-L100-cayx-2"
"502",4084160000,143419000,0,0,4109610000,153659000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",2,"A100-D0-E20-F1-L100-cayx-2"
"503",4069930000,216733000,0,0,4109780000,130349000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",3,"A100-D0-E20-F1-L100-cayx-2"
"504",4037960000,68135200,0,0,4116340000,139328000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",4,"A100-D0-E20-F1-L100-cayx-2"
"505",4041770000,136641000,0,0,4132510000,130549000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",5,"A100-D0-E20-F1-L100-cayx-2"
"506",4070070000,124803000,0,0,4147210000,144835000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",6,"A100-D0-E20-F1-L100-cayx-2"
"507",4068830000,159572000,0,0,4161570000,113834000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",7,"A100-D0-E20-F1-L100-cayx-2"
"508",4068460000,103960000,0,0,4173770000,223899000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",8,"A100-D0-E20-F1-L100-cayx-2"
"509",4070550000,273859000,0,0,4182060000,123031000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",9,"A100-D0-E20-F1-L100-cayx-2"
"510",4076650000,94475900,0,0,4202340000,128404000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",10,"A100-D0-E20-F1-L100-cayx-2"
"511",4111190000,153102000,0,0,4261370000,134263000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",11,"A100-D0-E20-F1-L100-cayx-2"
"512",4199410000,169354000,0,0,4.303e+09,121190000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",12,"A100-D0-E20-F1-L100-cayx-2"
"513",4262160000,97230700,0,0,4330620000,140562000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",13,"A100-D0-E20-F1-L100-cayx-2"
"514",4330720000,87163000,0,0,4340720000,124305000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",14,"A100-D0-E20-F1-L100-cayx-2"
"515",4383560000,267757000,0,0,4334120000,138259000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",15,"A100-D0-E20-F1-L100-cayx-2"
"516",4382880000,41452300,0,0,4320310000,124245000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",16,"A100-D0-E20-F1-L100-cayx-2"
"517",4384610000,227313000,0,0,4298560000,166172000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",17,"A100-D0-E20-F1-L100-cayx-2"
"518",4411030000,107258000,0,0,4275680000,139849000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",18,"A100-D0-E20-F1-L100-cayx-2"
"519",4409120000,188962000,0,0,4258420000,142747000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",19,"A100-D0-E20-F1-L100-cayx-2"
"520",4438170000,131096000,0,0,4261700000,113161000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",20,"A100-D0-E20-F1-L100-cayx-2"
"521",4458080000,273268000,0,0,4270620000,266226000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",21,"A100-D0-E20-F1-L100-cayx-2"
"522",4492840000,63651800,0,0,4276440000,70607100,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",22,"A100-D0-E20-F1-L100-cayx-2"
"523",4552740000,270413000,0,0,4305800000,163811000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",23,"A100-D0-E20-F1-L100-cayx-2"
"524",4639730000,217543000,0,0,4377640000,259026000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",24,"A100-D0-E20-F1-L100-cayx-2"
"525",4706910000,108197000,0,0,4410640000,94123300,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",25,"A100-D0-E20-F1-L100-cayx-2"
"526",4837080000,49936300,0.121067,0.579005,4480920000,61343600,0.131158,0.60615,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",26,"A100-D0-E20-F1-L100-cayx-2"
"527",4398830000,186369000,0.121067,0.579005,4021680000,206452000,0.133205,0.610792,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",27,"A100-D0-E20-F1-L100-cayx-2"
"528",3940750000,86935400,0.121067,0.579005,3555120000,79098000,0.134767,0.61428,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",28,"A100-D0-E20-F1-L100-cayx-2"
"529",3502880000,176412000,0.121067,0.579005,3133430000,224283000,0.134998,0.614791,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",29,"A100-D0-E20-F1-L100-cayx-2"
"530",3131110000,118973000,0.121067,0.579005,2795600000,107473000,0.135451,0.615793,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",30,"A100-D0-E20-F1-L100-cayx-2"
"531",2810360000,152598000,0.121067,0.579005,2518460000,129441000,0.133347,0.61111,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",31,"A100-D0-E20-F1-L100-cayx-2"
"532",2566180000,119196000,0.121067,0.579005,2335870000,81862900,0.131857,0.607744,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",32,"A100-D0-E20-F1-L100-cayx-2"
"533",2371290000,166545000,0.121067,0.579005,2178180000,169277000,0.131232,0.606319,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",33,"A100-D0-E20-F1-L100-cayx-2"
"534",2223630000,88837700,0.121067,0.579005,2037730000,69002200,0.132679,0.609607,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",34,"A100-D0-E20-F1-L100-cayx-2"
"535",2112190000,84608400,0.121067,0.579005,1911980000,107821000,0.133831,0.612196,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",35,"A100-D0-E20-F1-L100-cayx-2"
"536",2026720000,90714400,0.121067,0.579005,1812760000,95286900,0.136213,0.617469,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",36,"A100-D0-E20-F1-L100-cayx-2"
"537",1925630000,56692800,0.121067,0.579005,1700430000,87451800,0.136878,0.618922,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",37,"A100-D0-E20-F1-L100-cayx-2"
"538",1816620000,86157300,0.121067,0.579005,1600820000,87013500,0.136805,0.618763,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",38,"A100-D0-E20-F1-L100-cayx-2"
"539",1698840000,86755100,0.121067,0.579005,1507640000,77415200,0.134746,0.614232,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",39,"A100-D0-E20-F1-L100-cayx-2"
"540",1575730000,95289300,0.121067,0.579005,1423770000,107633000,0.132348,0.608858,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",40,"A100-D0-E20-F1-L100-cayx-2"
"541",1469780000,86022700,0.121067,0.579005,1348990000,99199000,0.130737,0.605185,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",41,"A100-D0-E20-F1-L100-cayx-2"
"542",1385610000,46838300,0.121067,0.579005,1288430000,54681300,0.128523,0.600055,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",42,"A100-D0-E20-F1-L100-cayx-2"
"543",1323070000,82446600,0.121067,0.579005,1253490000,80250500,0.125903,0.59386,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",43,"A100-D0-E20-F1-L100-cayx-2"
"544",1262890000,203363000,0.121067,0.579005,1222910000,182887000,0.123396,0.5878,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",44,"A100-D0-E20-F1-L100-cayx-2"
"545",1199770000,96722000,0.121067,0.579005,1184070000,93819100,0.121383,0.582838,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",45,"A100-D0-E20-F1-L100-cayx-2"
"546",1188430000,196362000,0.121067,0.579005,1181130000,171274000,0.121148,0.582254,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",46,"A100-D0-E20-F1-L100-cayx-2"
"547",1235470000,68447300,0.121067,0.579005,1223760000,62253600,0.122141,0.584717,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",47,"A100-D0-E20-F1-L100-cayx-2"
"548",1303980000,98889900,0.121067,0.579005,1276890000,101347000,0.124016,0.58931,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",48,"A100-D0-E20-F1-L100-cayx-2"
"549",1387200000,89141800,0.121067,0.579005,1335440000,72163100,0.126508,0.595303,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",49,"A100-D0-E20-F1-L100-cayx-2"
"550",1424720000,62582600,0.121067,0.579005,1351190000,65630800,0.12792,0.598642,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",50,"A100-D0-E20-F1-L100-cayx-2"
"551",1436030000,78968200,0.121067,0.579005,1344060000,93208900,0.130099,0.603716,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",51,"A100-D0-E20-F1-L100-cayx-2"
"552",1414680000,228569000,0.121067,0.579005,1304270000,221264000,0.131681,0.607343,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",52,"A100-D0-E20-F1-L100-cayx-2"
"553",1366760000,62561200,0.121067,0.579005,1251050000,70311000,0.13164,0.60725,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",53,"A100-D0-E20-F1-L100-cayx-2"
"554",1356900000,175371000,0.121067,0.579005,1243940000,162258000,0.130585,0.604836,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",54,"A100-D0-E20-F1-L100-cayx-2"
"555",1393360000,55546000,0.121067,0.579005,1287840000,52533500,0.129993,0.603473,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",55,"A100-D0-E20-F1-L100-cayx-2"
"556",1422790000,52330000,0.121067,0.579005,1323430000,54146900,0.12923,0.601704,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",56,"A100-D0-E20-F1-L100-cayx-2"
"557",1458260000,101285000,0.121067,0.579005,1359580000,112707000,0.129645,0.602667,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",57,"A100-D0-E20-F1-L100-cayx-2"
"558",1438890000,139519000,0.121067,0.579005,1340120000,162891000,0.129769,0.602955,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",58,"A100-D0-E20-F1-L100-cayx-2"
"559",1394370000,137847000,0.121067,0.579005,1299800000,141899000,0.128813,0.600734,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",59,"A100-D0-E20-F1-L100-cayx-2"
"560",1367360000,168469000,0.121067,0.579005,1289800000,149301000,0.12615,0.594449,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",60,"A100-D0-E20-F1-L100-cayx-2"
"561",1373470000,41949800,0.121067,0.579005,1324120000,44758500,0.123668,0.588463,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",61,"A100-D0-E20-F1-L100-cayx-2"
"562",1413420000,263133000,0.121067,0.579005,1383210000,253598000,0.122751,0.58622,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",62,"A100-D0-E20-F1-L100-cayx-2"
"563",1450660000,58254800,0.121067,0.579005,1427940000,48133700,0.122543,0.585708,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",63,"A100-D0-E20-F1-L100-cayx-2"
"564",1491870000,119799000,0.121067,0.579005,1468080000,98457900,0.122253,0.584994,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",64,"A100-D0-E20-F1-L100-cayx-2"
"565",1567630000,116399000,0.121067,0.579005,1537810000,107778000,0.123699,0.588539,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",65,"A100-D0-E20-F1-L100-cayx-2"
"566",1590790000,70698000,0.121067,0.579005,1543150000,76311700,0.125469,0.59282,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",66,"A100-D0-E20-F1-L100-cayx-2"
"567",1601510000,50879800,0.121067,0.579005,1527260000,57344400,0.127591,0.597867,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",67,"A100-D0-E20-F1-L100-cayx-2"
"568",1585820000,99275300,0.121067,0.579005,1490330000,88826500,0.129166,0.601556,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",68,"A100-D0-E20-F1-L100-cayx-2"
"569",1528240000,103296000,0.121067,0.579005,1423900000,96641500,0.129997,0.603482,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",69,"A100-D0-E20-F1-L100-cayx-2"
"570",1451560000,68729400,0.121067,0.579005,1343710000,74702200,0.130856,0.605458,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",70,"A100-D0-E20-F1-L100-cayx-2"
"571",1389950000,74053900,0.121067,0.579005,1276330000,73027000,0.131833,0.607688,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",71,"A100-D0-E20-F1-L100-cayx-2"
"572",1336510000,116177000,0.121067,0.579005,1220600000,116324000,0.132242,0.608618,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",72,"A100-D0-E20-F1-L100-cayx-2"
"573",1280040000,84983400,0.121067,0.579005,1167460000,97761500,0.132323,0.608802,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",73,"A100-D0-E20-F1-L100-cayx-2"
"574",1239150000,113238000,0.121067,0.579005,1130560000,83159000,0.131748,0.607496,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",74,"A100-D0-E20-F1-L100-cayx-2"
"575",1220150000,86532600,0.121067,0.579005,1121260000,92165100,0.130381,0.604367,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",75,"A100-D0-E20-F1-L100-cayx-2"
"576",1212280000,66268300,0.121067,0.579005,1119880000,57325200,0.13107,0.605947,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",76,"A100-D0-E20-F1-L100-cayx-2"
"577",1216560000,166874000,0.121067,0.579005,1117290000,142124000,0.131443,0.606802,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",77,"A100-D0-E20-F1-L100-cayx-2"
"578",1.21e+09,107648000,0.121067,0.579005,1106680000,101198000,0.132616,0.609465,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",78,"A100-D0-E20-F1-L100-cayx-2"
"579",1216260000,134088000,0.121067,0.579005,1097720000,83675900,0.134513,0.613716,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",79,"A100-D0-E20-F1-L100-cayx-2"
"580",1257170000,49477300,0.121067,0.579005,1115890000,102017000,0.136939,0.619056,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",80,"A100-D0-E20-F1-L100-cayx-2"
"581",1302320000,163551000,0,0,1127680000,96206700,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",81,"A100-D0-E20-F1-L100-cayx-2"
"582",1502260000,44847000,0,0,1295630000,102943000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",82,"A100-D0-E20-F1-L100-cayx-2"
"583",1696360000,101765000,0,0,1475620000,106605000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",83,"A100-D0-E20-F1-L100-cayx-2"
"584",1896110000,62220700,0,0,1657550000,110477000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",84,"A100-D0-E20-F1-L100-cayx-2"
"585",2052820000,52282600,0,0,1839070000,113529000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",85,"A100-D0-E20-F1-L100-cayx-2"
"586",2183200000,265085000,0,0,2017190000,116197000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",86,"A100-D0-E20-F1-L100-cayx-2"
"587",2264990000,68522800,0,0,2190150000,118441000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",87,"A100-D0-E20-F1-L100-cayx-2"
"588",2364640000,112113000,0,0,2356450000,120363000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",88,"A100-D0-E20-F1-L100-cayx-2"
"589",2527220000,96819500,0,0,2514990000,122003000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",89,"A100-D0-E20-F1-L100-cayx-2"
"590",2663540000,137402000,0,0,2664900000,123410000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",90,"A100-D0-E20-F1-L100-cayx-2"
"591",2788740000,203715000,0,0,2805540000,124619000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",91,"A100-D0-E20-F1-L100-cayx-2"
"592",2899670000,192259000,0,0,2936500000,125659000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",92,"A100-D0-E20-F1-L100-cayx-2"
"593",3034900000,64950000,0,0,3057620000,126555000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",93,"A100-D0-E20-F1-L100-cayx-2"
"594",3219330000,80574400,0,0,3168940000,127329000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",94,"A100-D0-E20-F1-L100-cayx-2"
"595",3400570000,72739000,0,0,3270650000,127997000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",95,"A100-D0-E20-F1-L100-cayx-2"
"596",3514290000,83120900,0,0,3363100000,128575000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",96,"A100-D0-E20-F1-L100-cayx-2"
"597",3564870000,279940000,0,0,3446780000,129075000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",97,"A100-D0-E20-F1-L100-cayx-2"
"598",3556370000,97056400,0,0,3522160000,129509000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",98,"A100-D0-E20-F1-L100-cayx-2"
"599",3566720000,91027200,0,0,3589840000,129885000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",99,"A100-D0-E20-F1-L100-cayx-2"
"600",3643900000,101903000,0,1.11022e-16,3650410000,130212000,0,0,"A100-D0-E20-F1-L100-cayx",2,"A100","D0","E20","F1","L100","cayx",100,"A100-D0-E20-F1-L100-cayx-2"
"601",4084180000,95002900,0,0,4274520000,137733000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",1,"A100-D0-E20-F1-L100-cayz-1"
"602",4084160000,139527000,0,0,4274520000,136371000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",2,"A100-D0-E20-F1-L100-cayz-1"
"603",4072890000,85373500,0,0,4274750000,136150000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",3,"A100-D0-E20-F1-L100-cayz-1"
"604",4047010000,247243000,0,0,4275200000,149302000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",4,"A100-D0-E20-F1-L100-cayz-1"
"605",4014440000,115931000,0,0,4275050000,137583000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",5,"A100-D0-E20-F1-L100-cayz-1"
"606",4000250000,89675100,0,0,4277980000,134823000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",6,"A100-D0-E20-F1-L100-cayz-1"
"607",4044320000,158906000,0,0,4287330000,148430000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",7,"A100-D0-E20-F1-L100-cayz-1"
"608",4067870000,151960000,0,0,4295140000,128940000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",8,"A100-D0-E20-F1-L100-cayz-1"
"609",4078270000,144370000,0,0,4303230000,172856000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",9,"A100-D0-E20-F1-L100-cayz-1"
"610",4103020000,104044000,0,0,4312520000,128232000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",10,"A100-D0-E20-F1-L100-cayz-1"
"611",4134080000,228537000,0,0,4324670000,139408000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",11,"A100-D0-E20-F1-L100-cayz-1"
"612",4155770000,121681000,0,0,4349950000,127109000,0,0,"A100-D0-E20-F1-L100-cayz",1,"A100","D0","E20","F1","L100","cayz",12,"A100-D0-E20-F1-L100-cayz-1"
