"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","E","F","species","year","ID"
"1",4084180000,155131000,0,3792420000,112955000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",1,"B0-D100-E1-F0-cod-1"
"2",4084200000,174064000,0,3792420000,117578000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",2,"B0-D100-E1-F0-cod-1"
"3",4091160000,105101000,0,3789330000,112756000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",3,"B0-D100-E1-F0-cod-1"
"4",4121110000,28647400,0,3779920000,98362500,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",4,"B0-D100-E1-F0-cod-1"
"5",4159120000,141111000,0,3765960000,126287000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",5,"B0-D100-E1-F0-cod-1"
"6",4145520000,53683200,0,3741960000,105660000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",6,"B0-D100-E1-F0-cod-1"
"7",4080190000,73189400,0,3711650000,96545900,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",7,"B0-D100-E1-F0-cod-1"
"8",3998250000,110772000,0,3684740000,92881700,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",8,"B0-D100-E1-F0-cod-1"
"9",3871510000,140683000,0,3649790000,158491000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",9,"B0-D100-E1-F0-cod-1"
"10",3735570000,169028000,0,3603840000,189768000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",10,"B0-D100-E1-F0-cod-1"
"11",3626460000,83293400,0,3567190000,84869100,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",11,"B0-D100-E1-F0-cod-1"
"12",3571810000,52935500,0,3581980000,89885100,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",12,"B0-D100-E1-F0-cod-1"
"13",3556850000,95885100,0,3627260000,108399000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",13,"B0-D100-E1-F0-cod-1"
"14",3523560000,94655500,0,3647560000,79629700,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",14,"B0-D100-E1-F0-cod-1"
"15",3466330000,39072400,0,3647790000,70894000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",15,"B0-D100-E1-F0-cod-1"
"16",3404560000,71623000,0,3626360000,74783600,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",16,"B0-D100-E1-F0-cod-1"
"17",3323490000,76418200,0,3570690000,116956000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",17,"B0-D100-E1-F0-cod-1"
"18",3212890000,102150000,0,3485880000,102925000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",18,"B0-D100-E1-F0-cod-1"
"19",3098050000,113287000,0,3395160000,117622000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",19,"B0-D100-E1-F0-cod-1"
"20",2994830000,94402900,0,3322090000,90187700,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",20,"B0-D100-E1-F0-cod-1"
"21",2923790000,170622000,0,3267870000,180019000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",21,"B0-D100-E1-F0-cod-1"
"22",2884300000,163676000,0,3232050000,155098000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",22,"B0-D100-E1-F0-cod-1"
"23",2886440000,158977000,0,3225340000,183807000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",23,"B0-D100-E1-F0-cod-1"
"24",2957230000,200778000,0,3278700000,217853000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",24,"B0-D100-E1-F0-cod-1"
"25",3078250000,156616000,0,3378010000,138943000,0,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",25,"B0-D100-E1-F0-cod-1"
"26",3245730000,73143400,0.121067,3536140000,83721300,0.110935,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",26,"B0-D100-E1-F0-cod-1"
"27",3063400000,138110000,0.121067,3343750000,132226000,0.110989,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",27,"B0-D100-E1-F0-cod-1"
"28",2871180000,167796000,0.121067,3134490000,123792000,0.110778,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",28,"B0-D100-E1-F0-cod-1"
"29",2660780000,120681000,0.121067,2909040000,119829000,0.110833,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",29,"B0-D100-E1-F0-cod-1"
"30",2483900000,104906000,0.121067,2698790000,119889000,0.11234,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",30,"B0-D100-E1-F0-cod-1"
"31",2339540000,79610600,0.121067,2502450000,97449900,0.114055,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",31,"B0-D100-E1-F0-cod-1"
"32",2202310000,180111000,0.121067,2325710000,174027000,0.115102,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",32,"B0-D100-E1-F0-cod-1"
"33",2062340000,128941000,0.121067,2166890000,129722000,0.115192,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",33,"B0-D100-E1-F0-cod-1"
"34",1944990000,68319300,0.121067,2042840000,67410600,0.115379,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",34,"B0-D100-E1-F0-cod-1"
"35",1878340000,69973900,0.121067,1969410000,70003700,0.115536,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",35,"B0-D100-E1-F0-cod-1"
"36",1810670000,115227000,0.121067,1896490000,102906000,0.115642,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",36,"B0-D100-E1-F0-cod-1"
"37",1718960000,61085100,0.121067,1799060000,60735100,0.115745,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",37,"B0-D100-E1-F0-cod-1"
"38",1626760000,100089000,0.121067,1697080000,104035000,0.116488,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",38,"B0-D100-E1-F0-cod-1"
"39",1542270000,92332800,0.121067,1597480000,106440000,0.117277,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",39,"B0-D100-E1-F0-cod-1"
"40",1456990000,76560400,0.121067,1500310000,87988700,0.117794,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",40,"B0-D100-E1-F0-cod-1"
"41",1391580000,49159700,0.121067,1431290000,54421900,0.117421,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",41,"B0-D100-E1-F0-cod-1"
"42",1335500000,62713500,0.121067,1382790000,71008000,0.116282,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",42,"B0-D100-E1-F0-cod-1"
"43",1273950000,113333000,0.121067,1334330000,120589000,0.114824,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",43,"B0-D100-E1-F0-cod-1"
"44",1202990000,102946000,0.121067,1277760000,103688000,0.113091,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",44,"B0-D100-E1-F0-cod-1"
"45",1149660000,98060900,0.121067,1239630000,104889000,0.111524,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",45,"B0-D100-E1-F0-cod-1"
"46",1131200000,61180400,0.121067,1233770000,77415100,0.110589,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",46,"B0-D100-E1-F0-cod-1"
"47",1133030000,164371000,0.121067,1244610000,113500000,0.109832,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",47,"B0-D100-E1-F0-cod-1"
"48",1135400000,91948000,0.121067,1258920000,106211000,0.108595,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",48,"B0-D100-E1-F0-cod-1"
"49",1150460000,108493000,0.121067,1272400000,124990000,0.110966,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",49,"B0-D100-E1-F0-cod-1"
"50",1195860000,76670500,0.121067,1292950000,76660100,0.112755,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",50,"B0-D100-E1-F0-cod-1"
"51",1232630000,180670000,0.121067,1319180000,166469000,0.113306,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",51,"B0-D100-E1-F0-cod-1"
"52",1258540000,100093000,0.121067,1343160000,100810000,0.113581,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",52,"B0-D100-E1-F0-cod-1"
"53",1290520000,58027400,0.121067,1369100000,53102200,0.114788,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",53,"B0-D100-E1-F0-cod-1"
"54",1346660000,50795600,0.121067,1413460000,49640600,0.115847,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",54,"B0-D100-E1-F0-cod-1"
"55",1369240000,106889000,0.121067,1424790000,98596200,0.116861,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",55,"B0-D100-E1-F0-cod-1"
"56",1346080000,85708800,0.121067,1389310000,99312500,0.117744,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",56,"B0-D100-E1-F0-cod-1"
"57",1304030000,71085400,0.121067,1334200000,73209500,0.118957,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",57,"B0-D100-E1-F0-cod-1"
"58",1270580000,49134500,0.121067,1290610000,44041000,0.119206,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",58,"B0-D100-E1-F0-cod-1"
"59",1234290000,161807000,0.121067,1253990000,152380000,0.119077,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",59,"B0-D100-E1-F0-cod-1"
"60",1187060000,58756900,0.121067,1206560000,79242700,0.119221,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",60,"B0-D100-E1-F0-cod-1"
"61",1158630000,187383000,0.121067,1172780000,192075000,0.120039,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",61,"B0-D100-E1-F0-cod-1"
"62",1164080000,92067900,0.121067,1175350000,84265100,0.119487,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",62,"B0-D100-E1-F0-cod-1"
"63",1186580000,45523200,0.121067,1206270000,43557400,0.118692,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",63,"B0-D100-E1-F0-cod-1"
"64",1247540000,129058000,0.121067,1273570000,118998000,0.118575,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",64,"B0-D100-E1-F0-cod-1"
"65",1274190000,99166900,0.121067,1300550000,101598000,0.118707,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",65,"B0-D100-E1-F0-cod-1"
"66",1277930000,130940000,0.121067,1299350000,118974000,0.119551,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",66,"B0-D100-E1-F0-cod-1"
"67",1290880000,149084000,0.121067,1303030000,156409000,0.120299,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",67,"B0-D100-E1-F0-cod-1"
"68",1306910000,69611200,0.121067,1308620000,76249400,0.121588,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",68,"B0-D100-E1-F0-cod-1"
"69",1345500000,88126200,0.121067,1335300000,93369000,0.122205,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",69,"B0-D100-E1-F0-cod-1"
"70",1382270000,58385000,0.121067,1368900000,60114600,0.12216,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",70,"B0-D100-E1-F0-cod-1"
"71",1385740000,98072200,0.121067,1375520000,93234500,0.121674,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",71,"B0-D100-E1-F0-cod-1"
"72",1363470000,86042500,0.121067,1359760000,83249800,0.121099,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",72,"B0-D100-E1-F0-cod-1"
"73",1322520000,121859000,0.121067,1323570000,121168000,0.120906,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",73,"B0-D100-E1-F0-cod-1"
"74",1286310000,121157000,0.121067,1287530000,119116000,0.12104,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",74,"B0-D100-E1-F0-cod-1"
"75",1262890000,110927000,0.121067,1261800000,111853000,0.121307,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",75,"B0-D100-E1-F0-cod-1"
"76",1.267e+09,192698000,0.121067,1262400000,196390000,0.121701,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",76,"B0-D100-E1-F0-cod-1"
"77",1287150000,75872900,0.121067,1278730000,78642700,0.121972,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",77,"B0-D100-E1-F0-cod-1"
"78",1336610000,55675700,0.121067,1326550000,55987400,0.121901,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",78,"B0-D100-E1-F0-cod-1"
"79",1403530000,52868000,0.121067,1394990000,54910400,0.121662,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",79,"B0-D100-E1-F0-cod-1"
"80",1419980000,121428000,0.121067,1414310000,120565000,0.121426,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",80,"B0-D100-E1-F0-cod-1"
"81",1388270000,47482200,0.121067,1385740000,46873300,0.121129,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",81,"B0-D100-E1-F0-cod-1"
"82",1341970000,152680000,0.121067,1342360000,152439000,0.120941,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",82,"B0-D100-E1-F0-cod-1"
"83",1298410000,109899000,0.121067,1300130000,117121000,0.120886,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",83,"B0-D100-E1-F0-cod-1"
"84",1261470000,67848100,0.121067,1263160000,73218000,0.1209,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",84,"B0-D100-E1-F0-cod-1"
"85",1266810000,48533200,0.121067,1269970000,47828400,0.120518,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",85,"B0-D100-E1-F0-cod-1"
"86",1270440000,78278700,0.121067,1279460000,80773700,0.119847,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",86,"B0-D100-E1-F0-cod-1"
"87",1247860000,76797600,0.121067,1263550000,78080500,0.119291,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",87,"B0-D100-E1-F0-cod-1"
"88",1.206e+09,61047200,0.121067,1226750000,63571100,0.118733,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",88,"B0-D100-E1-F0-cod-1"
"89",1164780000,99738800,0.121067,1190080000,107590000,0.118253,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",89,"B0-D100-E1-F0-cod-1"
"90",1122290000,165382000,0.121067,1151330000,169202000,0.117746,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",90,"B0-D100-E1-F0-cod-1"
"91",1087570000,87147600,0.121067,1121810000,94852900,0.116939,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",91,"B0-D100-E1-F0-cod-1"
"92",1097410000,68700400,0.121067,1139260000,72370600,0.116303,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",92,"B0-D100-E1-F0-cod-1"
"93",1143910000,86130800,0.121067,1194700000,89774300,0.115474,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",93,"B0-D100-E1-F0-cod-1"
"94",1173260000,54184700,0.121067,1234640000,54526000,0.114622,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",94,"B0-D100-E1-F0-cod-1"
"95",1183480000,88237000,0.121067,1254310000,97612000,0.113851,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",95,"B0-D100-E1-F0-cod-1"
"96",1174970000,88356000,0.121067,1252990000,95815700,0.113226,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",96,"B0-D100-E1-F0-cod-1"
"97",1149810000,96750700,0.121067,1233890000,105294000,0.11236,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",97,"B0-D100-E1-F0-cod-1"
"98",1130720000,105542000,0.121067,1223630000,114308000,0.11137,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",98,"B0-D100-E1-F0-cod-1"
"99",1121020000,173252000,0.121067,1224400000,189435000,0.110305,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",99,"B0-D100-E1-F0-cod-1"
"100",1126140000,111748000,0.121067,1241920000,93822300,0.109266,"B0-D100-E1-F0-cod",1,"B0","D100","E1","F0","cod",100,"B0-D100-E1-F0-cod-1"
"101",4084180000,179006000,0,4144910000,137686000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",1,"B0-D100-E1-F0-cod-2"
"102",4084210000,108012000,0,4144910000,119798000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",2,"B0-D100-E1-F0-cod-2"
"103",4098380000,326591000,0,4145910000,139067000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",3,"B0-D100-E1-F0-cod-2"
"104",4126430000,130521000,0,4.144e+09,113716000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",4,"B0-D100-E1-F0-cod-2"
"105",4197170000,89381000,0,4136700000,114981000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",5,"B0-D100-E1-F0-cod-2"
"106",4350780000,148929000,0,4126360000,119539000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",6,"B0-D100-E1-F0-cod-2"
"107",4463620000,72610100,0,4101980000,120151000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",7,"B0-D100-E1-F0-cod-2"
"108",4529480000,69601200,0,4068290000,108009000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",8,"B0-D100-E1-F0-cod-2"
"109",4549690000,99350600,0,4030130000,112875000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",9,"B0-D100-E1-F0-cod-2"
"110",4491550000,95044900,0,3986980000,94009900,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",10,"B0-D100-E1-F0-cod-2"
"111",4378650000,51313000,0,3937410000,125685000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",11,"B0-D100-E1-F0-cod-2"
"112",4240230000,79449600,0,3880800000,80389800,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",12,"B0-D100-E1-F0-cod-2"
"113",4076480000,67875900,0,3820390000,80434100,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",13,"B0-D100-E1-F0-cod-2"
"114",3888900000,239084000,0,3760440000,184699000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",14,"B0-D100-E1-F0-cod-2"
"115",3699450000,126137000,0,3681480000,150672000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",15,"B0-D100-E1-F0-cod-2"
"116",3562210000,174070000,0,3619660000,194299000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",16,"B0-D100-E1-F0-cod-2"
"117",3527640000,245855000,0,3615030000,237868000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",17,"B0-D100-E1-F0-cod-2"
"118",3544920000,175779000,0,3659730000,164009000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",18,"B0-D100-E1-F0-cod-2"
"119",3647250000,164828000,0,3780120000,150480000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",19,"B0-D100-E1-F0-cod-2"
"120",3825410000,117585000,0,3957650000,141291000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",20,"B0-D100-E1-F0-cod-2"
"121",4019670000,92024700,0,4134720000,113189000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",21,"B0-D100-E1-F0-cod-2"
"122",4193500000,142416000,0,4288620000,131499000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",22,"B0-D100-E1-F0-cod-2"
"123",4304480000,221783000,0,4397580000,217244000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",23,"B0-D100-E1-F0-cod-2"
"124",4355810000,185118000,0,4454160000,171869000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",24,"B0-D100-E1-F0-cod-2"
"125",4403790000,165664000,0,4500160000,134014000,0,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",25,"B0-D100-E1-F0-cod-2"
"126",4483020000,63515100,0.121067,4568920000,95074600,0.118883,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",26,"B0-D100-E1-F0-cod-2"
"127",4057800000,205078000,0.121067,4115810000,193686000,0.119831,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",27,"B0-D100-E1-F0-cod-2"
"128",3658030000,86558000,0.121067,3686230000,101480000,0.120191,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",28,"B0-D100-E1-F0-cod-2"
"129",3289930000,108831000,0.121067,3306770000,82463900,0.120585,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",29,"B0-D100-E1-F0-cod-2"
"130",2987530000,89164800,0.121067,2994990000,100482000,0.12068,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",30,"B0-D100-E1-F0-cod-2"
"131",2700700000,96436500,0.121067,2701790000,96287000,0.121365,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",31,"B0-D100-E1-F0-cod-2"
"132",2443340000,85021800,0.121067,2431330000,99433900,0.121729,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",32,"B0-D100-E1-F0-cod-2"
"133",2211280000,223595000,0.121067,2195110000,217500000,0.121982,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",33,"B0-D100-E1-F0-cod-2"
"134",2008330000,177447000,0.121067,1993660000,179444000,0.121583,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",34,"B0-D100-E1-F0-cod-2"
"135",1872130000,100757000,0.121067,1864450000,86737300,0.121268,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",35,"B0-D100-E1-F0-cod-2"
"136",1836710000,70721300,0.121067,1831050000,113542000,0.121224,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",36,"B0-D100-E1-F0-cod-2"
"137",1829530000,114184000,0.121067,1820690000,94272900,0.121836,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",37,"B0-D100-E1-F0-cod-2"
"138",1796170000,144788000,0.121067,1790290000,129729000,0.120537,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",38,"B0-D100-E1-F0-cod-2"
"139",1739610000,86182800,0.121067,1750260000,117843000,0.120113,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",39,"B0-D100-E1-F0-cod-2"
"140",1694670000,118504000,0.121067,1703780000,97567900,0.120555,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",40,"B0-D100-E1-F0-cod-2"
"141",1657360000,112008000,0.121067,1666340000,122184000,0.119761,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",41,"B0-D100-E1-F0-cod-2"
"142",1613250000,97591900,0.121067,1629220000,97725200,0.119945,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",42,"B0-D100-E1-F0-cod-2"
"143",1579260000,117835000,0.121067,1592580000,123613000,0.119801,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",43,"B0-D100-E1-F0-cod-2"
"144",1546590000,164429000,0.121067,1561810000,165390000,0.119704,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",44,"B0-D100-E1-F0-cod-2"
"145",1516550000,103170000,0.121067,1533910000,96603800,0.119358,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",45,"B0-D100-E1-F0-cod-2"
"146",1512530000,166687000,0.121067,1533600000,163014000,0.119135,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",46,"B0-D100-E1-F0-cod-2"
"147",1529250000,131926000,0.121067,1550080000,118473000,0.119492,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",47,"B0-D100-E1-F0-cod-2"
"148",1551470000,68751800,0.121067,1566730000,80621200,0.120033,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",48,"B0-D100-E1-F0-cod-2"
"149",1592630000,52266500,0.121067,1596100000,53187600,0.121313,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",49,"B0-D100-E1-F0-cod-2"
"150",1609050000,69730500,0.121067,1599490000,64700600,0.121876,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",50,"B0-D100-E1-F0-cod-2"
"151",1573520000,129076000,0.121067,1560050000,117097000,0.122149,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",51,"B0-D100-E1-F0-cod-2"
"152",1500110000,98273700,0.121067,1483750000,102444000,0.122534,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",52,"B0-D100-E1-F0-cod-2"
"153",1430360000,67249200,0.121067,1406970000,75806800,0.123469,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",53,"B0-D100-E1-F0-cod-2"
"154",1387240000,89696700,0.121067,1.354e+09,86578800,0.12419,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",54,"B0-D100-E1-F0-cod-2"
"155",1345590000,89015100,0.121067,1309320000,76901000,0.124244,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",55,"B0-D100-E1-F0-cod-2"
"156",1300980000,50178100,0.121067,1266290000,61693900,0.124295,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",56,"B0-D100-E1-F0-cod-2"
"157",1265020000,99412900,0.121067,1227370000,119124000,0.125095,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",57,"B0-D100-E1-F0-cod-2"
"158",1224620000,176913000,0.121067,1182940000,176184000,0.125076,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",58,"B0-D100-E1-F0-cod-2"
"159",1181030000,96519700,0.121067,1148270000,101197000,0.12335,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",59,"B0-D100-E1-F0-cod-2"
"160",1182210000,63260900,0.121067,1165750000,62620600,0.121781,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",60,"B0-D100-E1-F0-cod-2"
"161",1225320000,54334400,0.121067,1221720000,58019200,0.120648,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",61,"B0-D100-E1-F0-cod-2"
"162",1250500000,57202300,0.121067,1257840000,53150100,0.119875,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",62,"B0-D100-E1-F0-cod-2"
"163",1242070000,125777000,0.121067,1257400000,126159000,0.119125,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",63,"B0-D100-E1-F0-cod-2"
"164",1204230000,55303100,0.121067,1224950000,55073100,0.11881,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",64,"B0-D100-E1-F0-cod-2"
"165",1169420000,159727000,0.121067,1191060000,165973000,0.118697,"B0-D100-E1-F0-cod",2,"B0","D100","E1","F0","cod",65,"B0-D100-E1-F0-cod-2"
